id:ID(KG),:LABEL,name,description,xref,provided_by,source
MONDO:0004580,Disease,Abnormality of vision;Abnormal electroretinogram;Congenital blindness;Retinal degeneration,Abnormality of vision;Abnormal electroretinogram;Congenital blindness;Retinal degeneration,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004675,Disease,Combined oxidative phosphorylation defect type 14,Combined oxidative phosphorylation defect type 14,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004741,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004843,Disease,Autism;Global developmental delay;Retinal dystrophy;Rod-cone dystrophy;Nystagmus,Autism;Global developmental delay;Retinal dystrophy;Rod-cone dystrophy;Nystagmus,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004868,Disease,Autosomal recessive polycystic kidney disease,Autosomal recessive polycystic kidney disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004948,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004970,Disease,Li-fraumeni-like syndrome,Li-fraumeni-like syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004976,Disease,Amyotrophic lateral sclerosis type 1,Amyotrophic lateral sclerosis type 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004977,Disease,Angioimmunoblastic T-cell lymphoma,Angioimmunoblastic T-cell lymphoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004988,Disease,Breast adenocarcinoma,Breast adenocarcinoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0004989,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005008,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005010,Disease,Coronary artery disorder;Hypertriglyceridemia;Diabetes;Hypertensive disorder,Coronary artery disorder;Hypertriglyceridemia;Diabetes;Hypertensive disorder,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005023,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005034,Disease,"Thyroid cancer, nonmedullary, 2","Thyroid cancer, nonmedullary, 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005044,Disease,Polycystic kidney disease;Hypertensive disorder;Chronic kidney disease,Polycystic kidney disease;Hypertensive disorder;Chronic kidney disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005061,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005062,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005070,Disease,Periampullary adenoma,Periampullary adenoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005072,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005075,Disease,DICER1-related tumor predisposition,DICER1-related tumor predisposition,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005086,Disease,Renal cell carcinoma,Renal cell carcinoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005089,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005096,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005105,Disease,"Thyroid cancer, nonmedullary, 2","Thyroid cancer, nonmedullary, 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005129,Disease,Congenital aniridia;Cataract;Bilateral microphthalmos,Congenital aniridia;Cataract;Bilateral microphthalmos,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005138,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005140,Disease,"Breast-ovarian cancer, familial, susceptibility to, 4","Breast-ovarian cancer, familial, susceptibility to, 4",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005149,Disease,Pulmonary hypertension,Pulmonary hypertension,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005160,Disease,Aortic aneurysm,Aortic aneurysm,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005180,Disease,Autosomal recessive early-onset Parkinson disease 23,Autosomal recessive early-onset Parkinson disease 23,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005191,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005192,Disease,Carcinoma of pancreas,Carcinoma of pancreas,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005201,Disease,"Cardiomyopathy, familial restrictive, 1","Cardiomyopathy, familial restrictive, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005212,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005217,Disease,Familial cardiomyopathy,Familial cardiomyopathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005244,Disease,Myofibrillar myopathy 6,Myofibrillar myopathy 6,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005288,Disease,Familial adenomatous polyposis 1,Familial adenomatous polyposis 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005293,Disease,Pes planus;Delayed CNS myelination;Hypotonia;Global developmental delay,Pes planus;Delayed CNS myelination;Hypotonia;Global developmental delay,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005300,Disease,Polycystic kidney disease;Hypertensive disorder;Chronic kidney disease,Polycystic kidney disease;Hypertensive disorder;Chronic kidney disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005301,Disease,TNF receptor-associated periodic fever syndrome (TRAPS),TNF receptor-associated periodic fever syndrome (TRAPS),,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005335,Disease,Non-small cell lung carcinoma;Neoplasm of the large intestine,Non-small cell lung carcinoma;Neoplasm of the large intestine,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005336,Disease,Autosomal dominant centronuclear myopathy,Autosomal dominant centronuclear myopathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005365,Disease,Cerebellar ataxia;Global developmental delay;Hearing impairment,Cerebellar ataxia;Global developmental delay;Hearing impairment,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005372,Disease,Primary ciliary dyskinesia,Primary ciliary dyskinesia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005377,Disease,Schimke immuno-osseous dysplasia,Schimke immuno-osseous dysplasia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005381,Disease,High bone mass,High bone mass,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005385,Disease,Noonan syndrome 1,Noonan syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005392,Disease,RASopathy,RASopathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005395,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005411,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005453,Disease,Congenital heart disease,Congenital heart disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005500,Disease,PMM2-congenital disorder of glycosylation,PMM2-congenital disorder of glycosylation,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005505,Disease,Encephalocraniocutaneous lipomatosis,Encephalocraniocutaneous lipomatosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005508,Disease,Multiple congenital exostosis,Multiple congenital exostosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005559,Disease,Neurodegeneration,Neurodegeneration,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005579,Disease,"Idiopathic generalized epilepsy;Hyperaldosteronism, familial, type IV","Idiopathic generalized epilepsy;Hyperaldosteronism, familial, type IV",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005580,Disease,Global developmental delay;Brain atrophy;Abnormal facial shape,Global developmental delay;Brain atrophy;Abnormal facial shape,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005601,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0005711,Disease,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006003,Disease,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006040,Disease,Sensorineural hearing loss disorder;Global developmental delay;Lactic acidosis;Hypotonia,Sensorineural hearing loss disorder;Global developmental delay;Lactic acidosis;Hypotonia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006058,Disease,Nephroblastoma,Nephroblastoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006248,Disease,"Hydatidiform mole, recurrent, 1","Hydatidiform mole, recurrent, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006258,Disease,DICER1-related tumor predisposition,DICER1-related tumor predisposition,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006279,Disease,Carcinoma of pancreas,Carcinoma of pancreas,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006468,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006486,Disease,Uveal melanoma;Ocular melanocytosis,Uveal melanoma;Ocular melanocytosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006499,Disease,Dental enamel pits;Hamartoma,Dental enamel pits;Hamartoma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006507,Disease,Hemochromatosis type 3,Hemochromatosis type 3,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006536,Disease,Congenital generalized lipodystrophy,Congenital generalized lipodystrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006639,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0006664,Disease,Elevated circulating creatine kinase concentration;Atrial septal defect,Elevated circulating creatine kinase concentration;Atrial septal defect,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007041,Disease,SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY,SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007042,Disease,Saethre-Chotzen syndrome,Saethre-Chotzen syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007043,Disease,Pfeiffer syndrome,Pfeiffer syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007048,Disease,Acrokeratosis verruciformis of Hopf,Acrokeratosis verruciformis of Hopf,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007052,Disease,Pituitary adenoma predisposition,Pituitary adenoma predisposition,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007099,Disease,"Familial amyloid polyneuropathy, Iowa type","Familial amyloid polyneuropathy, Iowa type",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007103,Disease,"Neuronopathy, distal hereditary motor, type 7B","Neuronopathy, distal hereditary motor, type 7B",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007105,Disease,Paget disease of bone 3,Paget disease of bone 3,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007110,Disease,Diamond-Blackfan anemia,Diamond-Blackfan anemia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007154,Disease,Carcinoma of pancreas,Carcinoma of pancreas,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007157,Disease,"Arthrogryposis, distal, type 1A","Arthrogryposis, distal, type 1A",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007204,Disease,Cole-Carpenter syndrome 1,Cole-Carpenter syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007211,Disease,Brachydactyly-arterial hypertension syndrome,Brachydactyly-arterial hypertension syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007216,Disease,Type A2 brachydactyly,Type A2 brachydactyly,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007235,Disease,Branchiooculofacial syndrome,Branchiooculofacial syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007239,Disease,Epidermolytic ichthyosis,Epidermolytic ichthyosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007251,Disease,Camptomelic dysplasia,Camptomelic dysplasia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007254,Disease,Fanconi anemia complementation group J,Fanconi anemia complementation group J,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007265,Disease,Cardiofaciocutaneous syndrome 3,Cardiofaciocutaneous syndrome 3,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007268,Disease,Hypertrophic cardiomyopathy 4,Hypertrophic cardiomyopathy 4,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007270,Disease,"Cardiomyopathy, familial restrictive, 1","Cardiomyopathy, familial restrictive, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007273,Disease,Pheochromocytoma/paraganglioma syndrome 4,Pheochromocytoma/paraganglioma syndrome 4,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007288,Disease,Cataract 6 multiple types,Cataract 6 multiple types,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007289,Disease,Cataract 13 with adult I phenotype,Cataract 13 with adult I phenotype,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007293,Disease,Leukocyte adhesion deficiency 1,Leukocyte adhesion deficiency 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007294,Disease,"Malignant hyperthermia, susceptibility to, 1","Malignant hyperthermia, susceptibility to, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007298,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007308,Disease,Charcot-Marie-Tooth disease type 2A1,Charcot-Marie-Tooth disease type 2A1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007309,Disease,Leigh syndrome,Leigh syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007318,Disease,Alagille syndrome due to a JAG1 point mutation,Alagille syndrome due to a JAG1 point mutation,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007335,Disease,Orofacial cleft 1,Orofacial cleft 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007343,Disease,"Hypertrophic osteoarthropathy, primary, autosomal recessive, 1","Hypertrophic osteoarthropathy, primary, autosomal recessive, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007349,Disease,Familial amyloid nephropathy with urticaria AND deafness,Familial amyloid nephropathy with urticaria AND deafness,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007352,Disease,Renal coloboma syndrome,Renal coloboma syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007356,Disease,Lynch syndrome,Lynch syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007369,Disease,Hereditary coproporphyria,Hereditary coproporphyria,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007374,Disease,Schnyder crystalline corneal dystrophy,Schnyder crystalline corneal dystrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007376,Disease,Fleck corneal dystrophy,Fleck corneal dystrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007387,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007395,Disease,Craniofacial-deafness-hand syndrome,Craniofacial-deafness-hand syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007400,Disease,Pfeiffer syndrome,Pfeiffer syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007403,Disease,Gerstmann-Straussler-Scheinker syndrome,Gerstmann-Straussler-Scheinker syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007405,Disease,Crouzon syndrome,Crouzon syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007412,Disease,Beare-Stevenson cutis gyrata syndrome,Beare-Stevenson cutis gyrata syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007417,Disease,Keratosis follicularis,Keratosis follicularis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007420,Disease,Autosomal dominant deafness - onychodystrophy syndrome,Autosomal dominant deafness - onychodystrophy syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007429,Disease,"Optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy","Optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007432,Disease,Aicardi-Goutieres syndrome 1;Chilblain lupus 1;Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,Aicardi-Goutieres syndrome 1;Chilblain lupus 1;Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007436,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007450,Disease,Neurohypophyseal diabetes insipidus,Neurohypophyseal diabetes insipidus,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007451,Disease,"Diabetes insipidus, nephrogenic, autosomal","Diabetes insipidus, nephrogenic, autosomal",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007462,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007483,Disease,Symmetrical dyschromatosis of extremities,Symmetrical dyschromatosis of extremities,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007487,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007488,Disease,Gaucher disease type I,Gaucher disease type I,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007495,Disease,Dystonia 5,Dystonia 5,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007496,Disease,Dystonia 12,Dystonia 12,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007500,Disease,Rare genetic deafness,Rare genetic deafness,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007524,Disease,"Ehlers-Danlos syndrome, type 4","Ehlers-Danlos syndrome, type 4",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007526,Disease,Ehlers-Danlos syndrome progeroid type,Ehlers-Danlos syndrome progeroid type,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007542,Disease,Diaphyseal dysplasia,Diaphyseal dysplasia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007546,Disease,Skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome,Skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007550,Disease,"Epidermolysis bullosa simplex 1A, generalized severe","Epidermolysis bullosa simplex 1A, generalized severe",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007551,Disease,"Epidermolysis bullosa simplex 1C, localized","Epidermolysis bullosa simplex 1C, localized",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007554,Disease,"Epidermolysis bullosa simplex, Koebner type","Epidermolysis bullosa simplex, Koebner type",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007555,Disease,"Epidermolysis bullosa simplex, Ogna type","Epidermolysis bullosa simplex, Ogna type",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007568,Disease,"Aortic aneurysm, familial thoracic 4","Aortic aneurysm, familial thoracic 4",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007576,Disease,Li-Fraumeni syndrome 1,Li-Fraumeni syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007586,Disease,"Exostoses, multiple, type 2","Exostoses, multiple, type 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007589,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007606,Disease,Progressive myositis ossificans,Progressive myositis ossificans,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007609,Disease,Noonan syndrome 4,Noonan syndrome 4,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007619,Disease,Adermatoglyphia,Adermatoglyphia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007620,Disease,Fish-eye disease,Fish-eye disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007635,Disease,Drash syndrome,Drash syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007639,Disease,Pigmentary retinal dystrophy,Pigmentary retinal dystrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007648,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007656,Disease,Gerstmann-Straussler-Scheinker syndrome,Gerstmann-Straussler-Scheinker syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007661,Disease,Tourette syndrome,Tourette syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007664,Disease,"Glaucoma 1, open angle, A","Glaucoma 1, open angle, A",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007681,Disease,Euthyroid goiter,Euthyroid goiter,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007688,Disease,Myhre syndrome,Myhre syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007699,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007705,Disease,Hemoglobin E,Hemoglobin E,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007723,Disease,Multiple endocrine neoplasia type 2A,Multiple endocrine neoplasia type 2A,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007727,Disease,TNF receptor-associated periodic fever syndrome (TRAPS),TNF receptor-associated periodic fever syndrome (TRAPS),,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007728,Disease,"Acne inversa, familial, 1","Acne inversa, familial, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007738,Disease,Spondyloepiphyseal dysplasia with congenital joint dislocations,Spondyloepiphyseal dysplasia with congenital joint dislocations,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007740,Disease,Wagner disease,Wagner disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007745,Disease,"Gilbert syndrome;Crigler-Najjar syndrome type 1;Lucey-Driscoll syndrome;Crigler-Najjar syndrome, type II","Gilbert syndrome;Crigler-Najjar syndrome type 1;Lucey-Driscoll syndrome;Crigler-Najjar syndrome, type II",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007747,Disease,Isolated hyperchlorhidrosis,Isolated hyperchlorhidrosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007748,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007751,Disease,Familial hypobetalipoproteinemia,Familial hypobetalipoproteinemia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007759,Disease,"Hyperlipoproteinemia, type I","Hyperlipoproteinemia, type I",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007764,Disease,Worth disease,Worth disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007772,Disease,Pseudohypoaldosteronism type 2D,Pseudohypoaldosteronism type 2D,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007781,Disease,Renal tubular dysgenesis,Renal tubular dysgenesis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007783,Disease,"Malignant hyperthermia, susceptibility to, 1","Malignant hyperthermia, susceptibility to, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007829,Disease,Progressive familial intrahepatic cholestasis type 1,Progressive familial intrahepatic cholestasis type 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007844,Disease,Pfeiffer syndrome,Pfeiffer syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007849,Disease,Familial cold autoinflammatory syndrome 1,Familial cold autoinflammatory syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007862,Disease,Waardenburg syndrome type 3,Waardenburg syndrome type 3,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007872,Disease,Levy-Hollister syndrome,Levy-Hollister syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007875,Disease,Larsen syndrome,Larsen syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007892,Disease,Lenz-Majewski hyperostosis syndrome,Lenz-Majewski hyperostosis syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007893,Disease,RASopathy,RASopathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007918,Disease,"Microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability","Microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007919,Disease,Hereditary lymphedema type I,Hereditary lymphedema type I,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007932,Disease,"MACULAR DEGENERATION, AGE-RELATED, 2, SUSCEPTIBILITY TO","MACULAR DEGENERATION, AGE-RELATED, 2, SUSCEPTIBILITY TO",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007958,Disease,Multiple endocrine neoplasia type 2A,Multiple endocrine neoplasia type 2A,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007970,Disease,Cardiofaciocutaneous syndrome 3,Cardiofaciocutaneous syndrome 3,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007972,Disease,Meniere disease,Meniere disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0007979,Disease,Noonan syndrome 1,Noonan syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
